method,query_song_name,query_song_genre,match_1,match_1_genre,match_2,match_2_genre,match_3,match_3_genre
raw dot product,Pretty Peggy-O,folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,My Darling,hip hop
raw dot product,She Belongs To Me,folk,She Ain't Afraid,hip hop,She Luv It,hip hop,Queen Of Hollywood ( LP Version ),pop
raw dot product,When The Deal Goes Down,folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,With God On Our Side,folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Ice Is Workin' It,hip hop
raw dot product,Terrapin,folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,On The 4th of July,folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,One of Us,hip hop
raw dot product,Company Man,folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,Man In The Mirror,pop
raw dot product,Ace,folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Man In The Mirror,pop
raw dot product,How Do You Keep Love Alive,folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,When The Stars Go Blue,folk,I'm A Winner (Amended Album Version),hip hop,Interlude 5,r&b/soul,I Want You,r&b/soul
raw dot product,Forever My Friend,folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop
raw dot product,How Come [Acoustic Mix],folk,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop
raw dot product,Chelsea Hotel #2,folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Lethal Enforcer (Live From Union Chapel_ London),folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Change,folk,Interlude 5,r&b/soul,I Want You,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Under The Weather,folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,So Sister,folk,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,I Want You,r&b/soul
raw dot product,Lost Tonight,folk,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Sunnyside Of The Street,folk,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop,Interlude 5,r&b/soul
raw dot product,Can't Tell Me Nothing,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Graduation Day,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Wake Up Mr. West,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,A8,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Boom Boom Guetta,hip hop,Let's Get Crazy,hip hop,I'm A Winner (Amended Album Version),hip hop,The Girls,electronic
raw dot product,Communication,hip hop,Interlude 5,r&b/soul,Touch It / Technologic,electronic,Ice Is Workin' It,hip hop
raw dot product,One Tribe,hip hop,One of Us,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Sexy,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Tell Your Momma Come,hip hop,Interlude 5,r&b/soul,It's A Party,hip hop,Cancel (Album Version),r&b/soul
raw dot product,The Apl Song,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Diamonds From Sierra Leone,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,If I Had,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,One of Us,hip hop
raw dot product,Ken Kaniff,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Splurge,hip hop
raw dot product,My Darling,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,8 Mile,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop
raw dot product,Love Was Here,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Be With You,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Locked Up,hip hop,When I Get To Heaven (Remix) (Explicit),hip hop,Hold Me Down (Album Version),r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,So Ghetto,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop
raw dot product,Heart Of The City (Ain't No Love),hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop
raw dot product,Rabbit Run,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Splurge,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,St. Louie,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Wrap Sumden,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop
raw dot product,Soon You'll Understand,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Encore,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Say Now,hip hop,Interlude 5,r&b/soul,Man In The Mirror,pop,The Rockafeller Skank,electronic
raw dot product,Been There Done That,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Man In The Mirror,pop
raw dot product,Magical,hip hop,Interlude 5,r&b/soul,All Day Sucker,r&b/soul,Love Is Wicked,r&b/soul
raw dot product,Over,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Wrap U Around Me,hip hop,Hold Me Down (Album Version),r&b/soul,That's What You Told Me,pop,Interlude 5,r&b/soul
raw dot product,Paper Planes,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Set It Off,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Touch It / Technologic,electronic
raw dot product,Ho,hip hop,Interlude 5,r&b/soul,Mambo Swing,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,The What,hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Rowdy Rowdy,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Bang Out,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Snoopafella (Edited),hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Hair,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Happymess,hip hop,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Put Your Head On My Shoulder (Album Version),jazz,Interlude 5,r&b/soul,Hold Me Down (Album Version),r&b/soul,That's What You Told Me,pop
raw dot product,Stuck In The Middle With You (Non-Album Track),jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,You'll Never Find Another Love Like Mine (Album Version),jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,My Darling,hip hop
raw dot product,Kiss me baby,jazz,Hold Me Down (Album Version),r&b/soul,Interlude 5,r&b/soul,That's What You Told Me,pop
raw dot product,Let's Go,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,Hold Me Down (Album Version),r&b/soul
raw dot product,Moon Over Miami,jazz,Interlude 5,r&b/soul,It's A Party,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Hit That Jive Jack,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Man In The Mirror,pop
raw dot product,The Christmas Song,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Man In The Mirror,pop
raw dot product,Too Young,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Indy 500,hip hop
raw dot product,Unforgettable,jazz,Interlude 5,r&b/soul,Man In The Mirror,pop,Otha Fish,hip hop
raw dot product,Autumn Leaves,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Love Is A Many Splendored Thing,jazz,Interlude 5,r&b/soul,Man In The Mirror,pop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Smoke Gets in Your Eyes,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop
raw dot product,If You Can't Smile And Say Yes,jazz,Interlude 5,r&b/soul,Don't You Say No,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,She's Funny That Way,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,My Darling,hip hop
raw dot product,The Ruby And The Pearl (2003 Digital Remaster),jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Expansion Team Theme,hip hop
raw dot product,The Very Thought Of You,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Rudolph The Red-Nosed Reindeer,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,December,jazz,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul
raw dot product,Don't Know Why (Live),jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,I Mean (I Don't Mean It),r&b/soul
raw dot product,Humble Me,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,Hold Me Down (Album Version),r&b/soul
raw dot product,I've Got To See You Again,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Sinkin' Soon (iTunes Live Session),jazz,Interlude 5,r&b/soul,We Gonna Rock,electronic,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,The Long Way Home,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Those Sweet Words,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Wish I Could (Live),jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,My Dear Country,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Splurge,hip hop
raw dot product,I Love The Way You Say Goodnight,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,White Christmas,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,8 Mile,hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Memories Are Made Of This,jazz,One of Us,hip hop,Interlude 5,r&b/soul,One Tribe,hip hop
raw dot product,Little Room,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Otha Fish,hip hop
raw dot product,Bei Mir Bist Du Schön,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,My Darling,hip hop
raw dot product,Don't Sit Under The Apple Tree,jazz,Hold Me Down (Album Version),r&b/soul,Interlude 5,r&b/soul,Splurge,hip hop
raw dot product,Falling In Love Again,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Heebie Jeebies,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I Mean (I Don't Mean It),r&b/soul
raw dot product,I Will Survive,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,In The Mood,jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,I'm A Winner (Amended Album Version),hip hop
raw dot product,Kiss,jazz,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Let Me Go Lover,jazz,Hold Me Down (Album Version),r&b/soul,That's What You Told Me,pop,Interlude 5,r&b/soul
raw dot product,On An Evening In Roma (Sott'er Celo De Roma),jazz,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Otha Fish,hip hop
raw dot product,No Puedo Mas Sin Ti (I'm Your Man),latin,Dale tiempo al rumor,hip hop,Desde Que No Estas,latin,Al Natural (Amended Version),latin
raw dot product,En Tus Pupilas,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Que Me Quedes Tu,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Al Natural (Amended Version),latin
raw dot product,Sombra De Ti,latin,Dale tiempo al rumor,hip hop,El Negro Está Cocinando,latin,Lloré Lloré,latin
raw dot product,Te Dejo Madrid,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Yakamonéyé,reggae
raw dot product,Tú,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Como Y Vete,reggae
raw dot product,La Chica De Ayer,latin,Move On,pop,Horse With No Name,reggae,Dale tiempo al rumor,hip hop
raw dot product,Adicto,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Al Despertar,latin,Lloré Lloré,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop
raw dot product,Alguien Como Tú,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Inalcanzable,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Hold Me Down (Album Version),r&b/soul
raw dot product,Lloro Por Ti,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Mamacita,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,El Negro Está Cocinando,latin
raw dot product,Miss You,latin,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,I Want You,r&b/soul
raw dot product,Para De Jugar,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Por Mi Reggae Muero,reggae
raw dot product,She Be The One,latin,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,Man In The Mirror,pop
raw dot product,Trapecista,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Como Y Vete,reggae
raw dot product,Tu Vacio,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Volveré,latin,Dale tiempo al rumor,hip hop,Lloré Lloré,latin,Al Natural (Amended Version),latin
raw dot product,Estoy Aquí,latin,Dale tiempo al rumor,hip hop,Te Vuelvo Loca,reggae,Al Natural (Amended Version),latin
raw dot product,Life Is Anew,latin,Interlude 5,r&b/soul,I'm A Winner (Amended Album Version),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Donde Estas Corazon,latin,Dale tiempo al rumor,hip hop,La ciudad nunca duerme,hip hop,No Existe Un Lugar,latin
raw dot product,Octavo Día,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Te Necesito,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Te Vuelvo Loca,reggae
raw dot product,Evil Ways,latin,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Man In The Mirror,pop
raw dot product,Anna (el negro zumbon),latin,Interlude 5,r&b/soul,Hold Me Down (Album Version),r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw dot product,Piensa en mi,latin,Move On,pop,Dale tiempo al rumor,hip hop,Horse With No Name,reggae
raw dot product,Esperando,latin,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Mellow My Man,hip hop,My Baby Just Cares For Me,jazz
raw dot product,Beautiful Liar (Bello Embustero),latin,Miss You,latin,Dale tiempo al rumor,hip hop,Breakaway,pop
raw dot product,Rosario Tijeras,latin,Move On,pop,Horse With No Name,reggae,Dale tiempo al rumor,hip hop
raw dot product,Animal Nocturno,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,La ciudad nunca duerme,hip hop
raw dot product,Alejate De Mi,latin,Dale tiempo al rumor,hip hop,Lloré Lloré,latin,El Negro Está Cocinando,latin
raw dot product,Entre Tus Alas,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Lloré Lloré,latin
raw dot product,Me Basto,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,Como Y Vete,reggae
raw dot product,Va Para Ti,latin,Miss You,latin,Breakaway,pop,El Negro Está Cocinando,latin
raw dot product,Fui,latin,Dale tiempo al rumor,hip hop,Cantando,hip hop,La ciudad nunca duerme,hip hop
raw dot product,Ilusionado,latin,Dale tiempo al rumor,hip hop,El Negro Está Cocinando,latin,Cantando,hip hop
raw dot product,Piel De Ciudad,latin,Cantando,hip hop,Dale tiempo al rumor,hip hop,Lloré Lloré,latin
raw dot product,Quedate,latin,Dale tiempo al rumor,hip hop,El Negro Está Cocinando,latin,Cantando,hip hop
raw dot product,Brother Sport,latin,Interlude 5,r&b/soul,Man In The Mirror,pop,Cancel (Album Version),r&b/soul
raw dot product,The Prince,metal,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,I Want You,r&b/soul
